9.91e+037,9.91e+037,9.91e+037,0,0
121.093,0.0156014,0.0850568,2.37319e-005,1
121.098,0.0155323,0.0886938,4.84011e-005,2
121.114,0.0154858,0.0881546,7.29412e-005,3
121.086,0.0155023,0.0878533,9.75015e-005,4
121.052,0.0156743,0.0902603,0.000122715,5
121.069,0.0155351,0.0843103,0.000146026,6
121.092,0.0155294,0.0899112,0.000170934,7
121.126,0.015565,0.0853655,0.000194824,8
121.056,0.0155746,0.0836077,0.000217846,9
121.017,0.0156559,0.0897223,0.000242646,10
121.047,0.0155313,0.0840967,0.000266164,11
121.094,0.0154916,0.0891233,0.000291034,12
121.113,0.0154719,0.0887356,0.000315568,13
121.082,0.0155339,0.0847141,0.000338891,14
121.073,0.0154745,0.088891,0.00036352,15
121.102,0.0154993,0.0849044,0.000387066,16
121.092,0.0154966,0.0891478,0.000411726,17
121.076,0.015484,0.0907596,0.000436778,18
121.049,0.0155739,0.0840389,0.00045993,19
121.093,0.0155506,0.0889467,0.000484527,20
121.071,0.0155162,0.0883886,0.000508974,21
121.076,0.0154655,0.0898804,0.000533903,22
121.103,0.0155032,0.088538,0.000558471,23
121.109,0.015481,0.0884895,0.000582892,24
121.091,0.0154609,0.0890669,0.000607587,25
121.143,0.0155668,0.0871472,0.000631825,26
121.11,0.0154632,0.0862997,0.000655807,27
121.054,0.0155625,0.0896582,0.000680742,28
121.133,0.0155658,0.0904459,0.000706006,29
121.08,0.015677,0.0850075,0.000729776,30
121.149,0.0154673,0.088345,0.000729776,30
